BUYER_STATE,BUYER_COUNTY,YEAR,Total_Weight
AL,DE KALB,2011,36443.499725399975
AL,DE KALB,2012,42960.00880128775
AL,ELMORE,2006,14626.803858263063
AL,ELMORE,2007,17853.36716096309
AL,ELMORE,2008,21185.53657692579
AL,ELMORE,2009,23500.109286788404
AL,ELMORE,2010,25948.45678361319
AL,ELMORE,2011,31638.542576550095
AL,ELMORE,2012,35330.0428620003
AL,ESCAMBIA,2006,12538.987860725256
AL,ESCAMBIA,2007,13072.93009048782
AL,ESCAMBIA,2008,14679.3221192627
AL,ESCAMBIA,2009,15402.684072037817
AL,ESCAMBIA,2010,19566.88999886285
AL,ESCAMBIA,2011,18713.274746362764
AL,ESCAMBIA,2012,17929.682310225293
AL,ETOWAH,2006,65594.54985760304
AL,ETOWAH,2007,81248.68240549159
AL,ETOWAH,2008,89648.58278762794
AL,ETOWAH,2009,95393.8161019907
AL,ETOWAH,2010,101022.99240221463
AL,ETOWAH,2011,111308.54469472697
AL,ETOWAH,2012,120654.59053316596
AL,FAYETTE,2006,3990.016522499989
AL,FAYETTE,2007,4278.273800000009
AL,FAYETTE,2008,4968.441345000015
AL,FAYETTE,2009,5157.135262500034
AL,FAYETTE,2010,5623.8980175000415
AL,FAYETTE,2011,6855.907061362568
AL,FAYETTE,2012,8049.841335000061
AL,FRANKLIN,2006,13266.643450362606
AL,FRANKLIN,2007,17232.913662750274
AL,FRANKLIN,2008,20569.760542350436
AL,FRANKLIN,2009,18764.937296588047
AL,FRANKLIN,2010,21390.961335450615
AL,FRANKLIN,2011,25028.422691587893
AL,FRANKLIN,2012,28422.757872712693
AL,GENEVA,2006,7448.286040225098
AL,GENEVA,2007,6771.675810000082
AL,GENEVA,2008,7446.781797725114
AL,GENEVA,2009,9293.924655225173
AL,GENEVA,2010,8524.758978862694
AL,GENEVA,2011,9798.720829087766
AL,GENEVA,2012,10176.627517500212
AL,GREENE,2006,250.97604749999996
AL,GREENE,2007,448.1282649999993
AL,GREENE,2008,546.1803188624992
AL,GREENE,2009,574.9711952249994
AL,GREENE,2010,733.9257374999994
AL,GREENE,2011,1275.9052575000023
AL,GREENE,2012,1175.0025825000014
AL,HALE,2006,1749.9191577250035
AL,HALE,2007,2321.5757890875047
AL,HALE,2008,2358.5889752250064
AL,HALE,2009,2540.4476700000087
AL,HALE,2010,3228.277751362509
AL,HALE,2011,3934.258807500016
AL,HALE,2012,4465.592317725021
AL,HENRY,2006,2287.983327500003
AL,HENRY,2007,2936.391360000007
AL,HENRY,2008,3129.6209250000097
AL,HENRY,2009,3514.008015000013
AL,HENRY,2010,3801.404490000007
AL,HENRY,2011,4157.097202500014
AL,HENRY,2012,4777.403936362519
AL,HOUSTON,2006,29875.257676226873
AL,HOUSTON,2007,35054.38076898969
AL,HOUSTON,2008,39711.02787717758
AL,HOUSTON,2009,43027.783947714524
AL,HOUSTON,2010,52177.587169989354
AL,HOUSTON,2011,50627.00473125181
AL,HOUSTON,2012,49915.57687226401
AL,JACKSON,2006,22916.837795862873
AL,JACKSON,2007,25200.033570362986
AL,JACKSON,2008,24214.00905586296
AL,JACKSON,2009,31164.822393863084
AL,JACKSON,2010,34320.39088908809
AL,JACKSON,2011,36090.97894908762
AL,JACKSON,2012,38281.86952271221
AL,JEFFERSON,2006,232244.34966415833
AL,JEFFERSON,2007,253098.69927368805
AL,JEFFERSON,2008,275982.5588272758
AL,JEFFERSON,2009,300777.96114536683
AL,JEFFERSON,2010,340625.47217709303
AL,JEFFERSON,2011,404258.92743754125
AL,JEFFERSON,2012,393767.36435569794
AL,LAMAR,2006,3425.388889987502
AL,LAMAR,2007,3614.696552375005
AL,LAMAR,2008,4300.639614537514
AL,LAMAR,2009,4911.224805900033
AL,LAMAR,2010,6273.340046362573
AL,LAMAR,2011,7822.354159312614
AL,LAMAR,2012,7658.8580554501195
AL,LAUDERDALE,2006,25413.75461000042
AL,LAUDERDALE,2007,30886.645670225353
AL,LAUDERDALE,2008,35232.3420545882
AL,LAUDERDALE,2009,36792.59729771336
AL,LAUDERDALE,2010,43138.56366611346
AL,LAUDERDALE,2011,54832.08746587658
AL,LAUDERDALE,2012,51603.39739496349
AL,LAWRENCE,2006,9500.425592500122
AL,LAWRENCE,2007,9529.72250636262
AL,LAWRENCE,2008,11712.104826587605
AL,LAWRENCE,2009,11750.87589090016
AL,LAWRENCE,2010,12126.650085450141
AL,LAWRENCE,2011,15489.874143862615
AL,LAWRENCE,2012,18056.364472500256
AL,LEE,2006,12147.421193675578
AL,LEE,2007,14191.159131675659
AL,LEE,2008,15980.179088175642
AL,LEE,2009,19436.54786703825
AL,LEE,2010,20730.910601813124
AL,LEE,2011,24056.72355862571
AL,LEE,2012,25157.283182475996
AL,LIMESTONE,2006,18289.061099000373
AL,LIMESTONE,2007,17869.218149362896
AL,LIMESTONE,2008,21007.94696108791
AL,LIMESTONE,2009,21174.450633862805
AL,LIMESTONE,2010,25339.458218175274
AL,LIMESTONE,2011,31468.276177725213
AL,LIMESTONE,2012,36121.59763522515
AL,LOWNDES,2006,279.36997499999984
AL,LOWNDES,2007,286.46486249999987
AL,LOWNDES,2008,541.3928624999993
AL,LOWNDES,2009,853.6433625
AL,LOWNDES,2010,1106.8292745375
AL,LOWNDES,2011,1354.5612609000032
AL,LOWNDES,2012,1277.3772652125022
AL,MACON,2006,1976.9133513625045
AL,MACON,2007,2192.4559263625038
AL,MACON,2008,2454.4615825000037
AL,MACON,2009,2718.176062500005
AL,MACON,2010,2877.625087500011
AL,MACON,2011,3148.9619974875127
AL,MACON,2012,3844.3071052125188
AL,MADISON,2006,94312.13622397195
AL,MADISON,2007,123127.79494687542
AL,MADISON,2008,148603.43899502605
AL,MADISON,2009,145452.33212858904
AL,MADISON,2010,174384.94998376045
AL,MADISON,2011,211018.75790457553
AL,MADISON,2012,251349.24411095784
AL,MARENGO,2006,3458.757850900001
AL,MARENGO,2007,3931.0297431625017
AL,MARENGO,2008,4661.925376125023
AL,MARENGO,2009,5309.233411575031
AL,MARENGO,2010,6398.885754525074
AL,MARENGO,2011,7416.532290900098
AL,MARENGO,2012,7946.497885425101
AL,MARION,2006,15341.415466362898
AL,MARION,2007,17726.765626362878
AL,MARION,2008,20565.590835000363
AL,MARION,2009,23347.571126362913
AL,MARION,2010,27710.281958850494
AL,MARION,2011,34724.317556588336
AL,MARION,2012,36862.86457931289
AL,MARSHALL,2006,35396.88385685144
AL,MARSHALL,2007,39373.282677813935
AL,MARSHALL,2008,44786.029022488896
AL,MARSHALL,2009,52972.66783110132
AL,MARSHALL,2010,62145.94854247601
AL,MARSHALL,2011,76467.46578656422
AL,MARSHALL,2012,88101.04985224131
AL,MOBILE,2006,107327.36613571746
AL,MOBILE,2007,121170.9336736047
AL,MOBILE,2008,132706.4564804327
AL,MOBILE,2009,143541.6139242568
AL,MOBILE,2010,160441.30050879758
AL,MOBILE,2011,184413.30131661362
AL,MOBILE,2012,224370.85422370367
AL,MONROE,2006,4820.302882499994
AL,MONROE,2007,5461.110410225
AL,MONROE,2008,6543.683015450043
AL,MONROE,2009,7334.821432500088
AL,MONROE,2010,7088.979574087598
AL,MONROE,2011,8188.43634000011
AL,MONROE,2012,8458.772737500101
AL,MONTGOMERY,2006,47333.518409179844
AL,MONTGOMERY,2007,55378.49313121807
AL,MONTGOMERY,2008,63605.15133258005
AL,MONTGOMERY,2009,65264.06555715491
AL,MONTGOMERY,2010,65600.21594066697
AL,MONTGOMERY,2011,71857.56231885529
AL,MONTGOMERY,2012,73469.1759220178
AL,MORGAN,2006,44156.720858727
AL,MORGAN,2007,51234.159900002145
AL,MORGAN,2008,58242.40679250229
AL,MORGAN,2009,62430.97144886384
AL,MORGAN,2010,66961.86074295081
AL,MORGAN,2011,79520.59402522622
AL,MORGAN,2012,90385.1390365904
AL,PERRY,2006,1018.151899999999
AL,PERRY,2007,1276.9736238625017
AL,PERRY,2008,1372.022523862503
AL,PERRY,2009,1484.6514788625018
AL,PERRY,2010,1372.7002800000014
AL,PERRY,2011,1555.5801863625024
AL,PERRY,2012,1748.5096275000028
AL,PICKENS,2006,2510.6867913624933
AL,PICKENS,2007,3456.646938999987
AL,PICKENS,2008,4127.075487362495
AL,PICKENS,2009,4599.782013862516
AL,PICKENS,2010,4603.29177000002
AL,PICKENS,2011,4715.018306362524
AL,PICKENS,2012,5779.787719762547
AL,PIKE,2006,5029.7978307250405
AL,PIKE,2007,6927.333236587582
AL,PIKE,2008,8132.0468133126205
AL,PIKE,2009,9258.430436362647
AL,PIKE,2010,9751.916805000143
AL,PIKE,2011,11533.306924087654
AL,PIKE,2012,11837.414352262667
AL,RANDOLPH,2006,4433.529784999995
AL,RANDOLPH,2007,5209.748090000013
AL,RANDOLPH,2008,5483.412160225028
AL,RANDOLPH,2009,6420.3724425000355
AL,RANDOLPH,2010,6559.789890000058
AL,RANDOLPH,2011,7900.631506125083
AL,RANDOLPH,2012,9989.740482712601
AL,RUSSELL,2006,13772.38981358777
AL,RUSSELL,2007,16177.835879075315
AL,RUSSELL,2008,19021.881016988034
AL,RUSSELL,2009,20571.41142090051
AL,RUSSELL,2010,21680.39115386318
AL,RUSSELL,2011,28591.802756813147
AL,RUSSELL,2012,35356.46796678806
AL,SAINT CLAIR,2006,18353.4720370882
AL,SAINT CLAIR,2007,20352.130410950766
AL,SAINT CLAIR,2008,22615.9044432258
AL,SAINT CLAIR,2009,24440.50849545064
AL,SAINT CLAIR,2010,26491.552841363326
AL,SAINT CLAIR,2011,30956.217964087955
AL,SAINT CLAIR,2012,35592.67049658793
AL,SHELBY,2006,76294.99336108023
AL,SHELBY,2007,79475.98017595598
AL,SHELBY,2008,78303.96078306845
AL,SHELBY,2009,85315.80457631814
AL,SHELBY,2010,88694.68210384334
AL,SHELBY,2011,95307.98912494394
AL,SHELBY,2012,104473.65259695711
AL,SUMTER,2006,925.0686875000009
AL,SUMTER,2007,1318.576947500002
AL,SUMTER,2008,1432.5493100000056
AL,SUMTER,2009,1742.6689125000044
AL,SUMTER,2010,2013.8629020000074
AL,SUMTER,2011,2339.1468450000098
AL,SUMTER,2012,2546.8835700000072
AL,TALLADEGA,2006,21923.04172016331
AL,TALLADEGA,2007,27520.760984763212
AL,TALLADEGA,2008,30223.356625438282
AL,TALLADEGA,2009,34624.58032770081
AL,TALLADEGA,2010,38945.37592815092
AL,TALLADEGA,2011,43728.5874772508
AL,TALLADEGA,2012,46591.09438743816
AL,TALLAPOOSA,2006,7213.788713725077
AL,TALLAPOOSA,2007,8830.061126225097
AL,TALLAPOOSA,2008,10328.894766762587
AL,TALLAPOOSA,2009,10931.46873090015
AL,TALLAPOOSA,2010,11008.96778317517
AL,TALLAPOOSA,2011,13001.48137886267
AL,TALLAPOOSA,2012,14188.656042262719
AL,TUSCALOOSA,2006,40419.451317553314
AL,TUSCALOOSA,2007,45632.42745732922
AL,TUSCALOOSA,2008,52778.17119620461
AL,TUSCALOOSA,2009,57595.468063803884
AL,TUSCALOOSA,2010,56430.29779744058
AL,TUSCALOOSA,2011,56657.087744702665
AL,TUSCALOOSA,2012,73729.68563741683
AL,WALKER,2006,72509.60580487805
AL,WALKER,2007,79062.02546361566
AL,WALKER,2008,90340.67068166616
AL,WALKER,2009,95464.38413542845
AL,WALKER,2010,99354.67999762867
AL,WALKER,2011,103900.40089338936
AL,WALKER,2012,102990.30582723985
AL,WASHINGTON,2006,950.4735225000004
AL,WASHINGTON,2007,930.1063163624995
AL,WASHINGTON,2008,1073.4356106750001
AL,WASHINGTON,2009,871.7374588499991
AL,WASHINGTON,2010,1017.7835824874996
AL,WASHINGTON,2011,1043.435835675
AL,WASHINGTON,2012,1084.4530125000022
AL,WILCOX,2006,589.6356724999996
AL,WILCOX,2007,752.8227466749996
AL,WILCOX,2008,974.855125
AL,WILCOX,2009,1136.8007999999998
AL,WILCOX,2010,1077.9581024999993
AL,WILCOX,2011,1086.2755499999994
AL,WILCOX,2012,1203.181050000002
AL,WINSTON,2006,11258.600467950208
AL,WINSTON,2007,12900.791445000235
AL,WINSTON,2008,14009.638130000205
AL,WINSTON,2009,15356.728185000211
AL,WINSTON,2010,16300.48387500016
AL,WINSTON,2011,18040.70294250009
AL,WINSTON,2012,18119.78930602515
AR,ARKANSAS,2006,4830.744669862519
AR,ARKANSAS,2007,5950.277374500037
AR,ARKANSAS,2008,6418.230307500041
AR,ARKANSAS,2009,6643.993312500056
AR,ARKANSAS,2010,7564.53349500011
AR,ARKANSAS,2011,7502.461642725093
AR,ARKANSAS,2012,8032.757680425098
AR,ASHLEY,2006,4179.869040224962
AR,ASHLEY,2007,4652.35717908753
AR,ASHLEY,2008,4664.5562550000195
AR,ASHLEY,2009,4993.190175450061
AR,ASHLEY,2010,5957.96666636261
AR,ASHLEY,2011,6347.385769537659
AR,ASHLEY,2012,6841.9243465876525
AR,BAXTER,2006,11600.248253175167
AR,BAXTER,2007,12178.22233751273
AR,BAXTER,2008,14161.622495962716
AR,BAXTER,2009,18478.308425400286
AR,BAXTER,2010,21053.49290250023
AR,BAXTER,2011,20721.72804067544
AR,BAXTER,2012,23637.01768998762
AR,BENTON,2006,45191.330190365996
AR,BENTON,2007,54435.50573954205
AR,BENTON,2008,62972.13955285502
AR,BENTON,2009,77613.25004066843
AR,BENTON,2010,94245.6232115687
AR,BENTON,2011,108174.00860723095
AR,BENTON,2012,119748.607938154
AR,BOONE,2006,10420.774393862743
AR,BOONE,2007,13447.000362087816
AR,BOONE,2008,14849.171287950288
AR,BOONE,2009,15248.721852037808
AR,BOONE,2010,17108.907038175363
AR,BOONE,2011,19835.827429537978
AR,BOONE,2012,22998.82554408772
AR,BRADLEY,2006,1376.1923109500021
AR,BRADLEY,2007,1687.7744820000037
AR,BRADLEY,2008,2122.8215085375045
AR,BRADLEY,2009,2269.0772327250047
AR,BRADLEY,2010,2451.8776275000023
AR,BRADLEY,2011,2946.035216362499
AR,BRADLEY,2012,3061.2569331749896
AR,CALHOUN,2006,1009.9854885000049
AR,CALHOUN,2007,1347.7570860000012
AR,CALHOUN,2008,1397.5794165000023
AR,CALHOUN,2009,1714.152675000002
AR,CALHOUN,2010,1818.1733250000013
AR,CALHOUN,2011,1746.1583250000008
AR,CALHOUN,2012,1668.3035325000033
AR,CARROLL,2006,8417.327154862676
AR,CARROLL,2007,12397.696260675317
AR,CARROLL,2008,14104.801619587832
AR,CARROLL,2009,17258.280023175328
AR,CARROLL,2010,19456.15214295032
AR,CARROLL,2011,19618.500817500375
AR,CARROLL,2012,21691.979707500257
AR,CHICOT,2006,3156.0734475000177
AR,CHICOT,2007,3440.6574135000205
AR,CHICOT,2008,3363.094138500024
AR,CHICOT,2009,3148.077675000024
AR,CHICOT,2010,5232.166837500018
AR,CHICOT,2011,5210.798186587533
AR,CHICOT,2012,5553.788210362537
AR,CLARK,2006,4483.531793400003
AR,CLARK,2007,5480.467787175075
AR,CLARK,2008,5643.958962000062
AR,CLARK,2009,6116.885482500099
AR,CLARK,2010,7566.572025675143
AR,CLARK,2011,8139.138172725195
AR,CLARK,2012,8657.24745000017
AR,CLAY,2006,2817.068248499986
AR,CLAY,2007,3270.798562537479
AR,CLAY,2008,4097.494162499987
AR,CLAY,2009,4189.334985000005
AR,CLAY,2010,4566.645600000009
AR,CLAY,2011,4622.044016362534
AR,CLAY,2012,4832.213386350044
AR,CLEBURNE,2006,6460.911982675084
AR,CLEBURNE,2007,7616.486629500165
AR,CLEBURNE,2008,7872.690032000179
AR,CLEBURNE,2009,8693.192685000206
AR,CLEBURNE,2010,10160.06454000031
AR,CLEBURNE,2011,9871.228305000308
AR,CLEBURNE,2012,10309.058685000242
AR,CLEVELAND,2006,129.93045000000004
AR,CLEVELAND,2007,131.6077200000001
AR,CLEVELAND,2008,79.24003136250005
AR,COLUMBIA,2006,3594.8183924999717
AR,COLUMBIA,2007,4177.137629999976
AR,COLUMBIA,2008,6296.535289500078
AR,COLUMBIA,2009,6573.910203862591
AR,COLUMBIA,2010,6688.623266362602
AR,COLUMBIA,2011,7090.497360450147
AR,COLUMBIA,2012,7573.364206350132
AR,CONWAY,2006,4909.318857000046
AR,CONWAY,2007,5151.844603500045
AR,CONWAY,2008,6049.360365225092
AR,CONWAY,2009,6948.549292500117
AR,CONWAY,2010,7937.501602500122
AR,CONWAY,2011,9121.402365000176
AR,CONWAY,2012,11492.319427500192
AR,CRAIGHEAD,2006,26364.407496314027
AR,CRAIGHEAD,2007,29092.352615039345
AR,CRAIGHEAD,2008,31193.073993451686
AR,CRAIGHEAD,2009,34885.628262039165
AR,CRAIGHEAD,2010,35433.610173864465
AR,CRAIGHEAD,2011,35418.63145545167
AR,CRAIGHEAD,2012,37960.6088874765
AR,CRAWFORD,2006,22073.50515522572
AR,CRAWFORD,2007,29202.516169450853
AR,CRAWFORD,2008,35109.80314050105
AR,CRAWFORD,2009,34436.97423386344
AR,CRAWFORD,2010,40525.10708636354
AR,CRAWFORD,2011,46820.83647772614
AR,CRAWFORD,2012,54815.511754538755
AR,CRITTENDEN,2006,11768.271940000253
AR,CRITTENDEN,2007,12895.494565725256
AR,CRITTENDEN,2008,12590.829418587786
AR,CRITTENDEN,2009,12238.767225000265
AR,CRITTENDEN,2010,13859.500207500283
AR,CRITTENDEN,2011,13009.883958862769
AR,CRITTENDEN,2012,12853.186425000267
AR,CROSS,2006,2744.1315479999876
AR,CROSS,2007,3699.3956399999706
AR,CROSS,2008,4266.405029999995
AR,CROSS,2009,3769.533712499992
AR,CROSS,2010,3810.6558674999937
AR,CROSS,2011,4631.474441362519
AR,CROSS,2012,4677.91072136253
AR,DALLAS,2006,1256.9566875000053
AR,DALLAS,2007,1361.1239025000025
AR,DALLAS,2008,1454.7098288625025
AR,DALLAS,2009,1729.637625000006
AR,DALLAS,2010,1801.2129000000045
AR,DALLAS,2011,2139.371531812502
AR,DALLAS,2012,2356.137093862503
AR,DESHA,2006,2114.821612724995
AR,DESHA,2007,2600.7732855374898
AR,DESHA,2008,2757.911711812485
AR,DESHA,2009,2822.1325354499936
AR,DESHA,2010,3612.3320929500014
AR,DESHA,2011,4027.8724088624967
AR,DESHA,2012,4665.624997950045
AR,DREW,2006,3000.9562202249863
AR,DREW,2007,3843.1402454999698
AR,DREW,2008,4285.491074999988
AR,DREW,2009,4717.390545225021
AR,DREW,2010,5099.16384408755
AR,DREW,2011,5700.3234006750945
AR,DREW,2012,6144.970174087603
AR,FAULKNER,2006,16638.279497225554
AR,FAULKNER,2007,19588.176367000775
AR,FAULKNER,2008,23535.454099538478
AR,FAULKNER,2009,29658.904616363827
AR,FAULKNER,2010,33865.678912501346
AR,FAULKNER,2011,36548.544855001455
AR,FAULKNER,2012,41960.36151000165
AR,FRANKLIN,2006,3864.9187995
AR,FRANKLIN,2007,5601.150532500031
AR,FRANKLIN,2008,7065.552637500048
AR,FRANKLIN,2009,8188.945608862565
AR,FRANKLIN,2010,9512.426527500116
AR,FRANKLIN,2011,10097.477737500138
AR,FRANKLIN,2012,11366.040855225121
AR,FULTON,2006,6831.7797368625625
AR,FULTON,2007,7726.778800987548
AR,FULTON,2008,9491.32380757508
AR,FULTON,2009,11440.638259987552
AR,FULTON,2010,9885.642409762566
AR,FULTON,2011,7217.820778162556
AR,FULTON,2012,7693.678280662556
AR,GARLAND,2006,32898.757170589306
AR,GARLAND,2007,37170.327087265054
AR,GARLAND,2008,39920.92666859004
AR,GARLAND,2009,43155.646665002656
AR,GARLAND,2010,47772.82652250263
AR,GARLAND,2011,55905.62567250211
AR,GARLAND,2012,62846.4641034009
AR,GRANT,2006,2758.4155049999995
AR,GRANT,2007,2975.02561949999
AR,GRANT,2008,3618.2725874999833
AR,GRANT,2009,4653.901387500011
AR,GRANT,2010,4824.039352500033
AR,GRANT,2011,6078.017928862542
AR,GRANT,2012,7124.711722500037
AR,GREENE,2006,15252.316253625226
AR,GREENE,2007,18102.89564347523
AR,GREENE,2008,20989.702431862785
AR,GREENE,2009,17360.488774312686
AR,GREENE,2010,18644.75276726279
AR,GREENE,2011,17821.27248022533
AR,GREENE,2012,18556.219230450068
AR,HEMPSTEAD,2006,4930.489632000003
AR,HEMPSTEAD,2007,5779.402227862544
AR,HEMPSTEAD,2008,6420.7006485000475
AR,HEMPSTEAD,2009,6230.397967500097
AR,HEMPSTEAD,2010,7095.3493575001785
AR,HEMPSTEAD,2011,7986.469252500211
AR,HEMPSTEAD,2012,9613.850257500224
AR,HOT SPRING,2006,4964.615820000049
AR,HOT SPRING,2007,5339.4513000000825
AR,HOT SPRING,2008,5935.180273500118
AR,HOT SPRING,2009,6871.006687500149
AR,HOT SPRING,2010,7517.102062500224
